"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","wine_quality","wine_quality_num","P"
6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7,"good",1,0.945504253736371
6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,"good",1,0.859147335649348
4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12,7,"good",1,0.988347031056024
5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,8,"good",1,0.977087825774868
5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,7,"good",1,0.981130417127032
6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,"good",1,0.859147335649348
6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,5,"bad",0,0.7682232783785
6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5,"bad",0,0.452621056738102
5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,6,"good",1,0.944367055122833
5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,6,"good",1,0.905170469745962
7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,5,"bad",0,0.751442424099721
7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8,7,"good",1,0.84721719709555
7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,5,"bad",0,0.655489067646222
6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7,"good",1,0.964956472202823
7,0.28,0.32,7.75,0.032,30,114,0.99158,3.12,0.64,12.8,7,"good",1,0.966776604942744
6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6,"good",1,0.954979981361836
6.6,0.41,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5,5,"bad",0,0.571494875502307
6.4,0.2,0.28,2.5,0.032,24,84,0.99168,3.31,0.55,11.5,5,"bad",0,0.847714394236278
8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,4,"bad",0,0.675204075428181
8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,6,"good",1,0.9297179841009
5.2,0.285,0.29,5.15,0.035,64,138,0.9895,3.19,0.34,12.4,8,"good",1,0.957184641199459
6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,6,"good",1,0.632132006049924
6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,"bad",0,0.258011111525648
6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,7,"good",1,0.970075940124874
6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7,7,"good",1,0.880787797814376
6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,5,"bad",0,0.343621205504414
7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,5,"bad",0,0.491725428146982
6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,"bad",0,0.258011111525648
8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,5,"bad",0,0.778947448592638
6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9,5,"bad",0,0.634284856948095
6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,6,"good",1,0.790921461986023
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,"good",1,0.924482270125075
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,"bad",0,0.464531696954437
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,"good",1,0.879755632655934
6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8,7,"good",1,0.862045702003589
7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,5,"bad",0,0.374669853829854
6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5,"bad",0,0.439121201765028
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,"good",1,0.879755632655934
6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,6,"good",1,0.868351279493012
6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,6,"good",1,0.868116780102303
6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,5,"bad",0,0.456764483244321
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,"bad",0,0.464531696954437
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,"good",1,0.924482270125075
7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,5,"bad",0,0.215721107103918
6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,"good",1,0.829947687273019
6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,"good",1,0.829947687273019
6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,6,"good",1,0.937279371578916
7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,7,"good",1,0.951282711599839
5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6,"good",1,0.820134048214043
6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,5,"bad",0,0.734330559712823
7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,4,"bad",0,0.628913892100276
6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,6,"good",1,0.42437174880552
6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,8,"good",1,0.959248076278171
6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,"good",1,0.771709453787548
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,"good",1,0.466973479475162
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,"bad",0,0.635491618226689
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,"good",1,0.953374207988464
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,"good",1,0.901451121657753
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,"good",1,0.901451121657753
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,"good",1,0.466973479475162
5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,8,"good",1,0.973267614207317
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,"good",1,0.953374207988464
6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6,"good",1,0.758535201851886
6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,"good",1,0.771709453787548
5.3,0.21,0.29,0.7,0.028,11,66,0.99215,3.3,0.4,9.8,5,"bad",0,0.449466081398971
7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,4,"bad",0,0.701188226357494
5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,5,"bad",0,0.432950428202546
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,"bad",0,0.635491618226689
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,"good",1,0.72199976335607
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,"good",1,0.72199976335607
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,"good",1,0.829239561347079
7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,5,"bad",0,0.585110864917391
6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,5,"bad",0,0.521862117059659
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,"good",1,0.72199976335607
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,"good",1,0.829239561347079
4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,8,"good",1,0.983909627331495
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,"good",1,0.830558394914784
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,"good",1,0.830558394914784
6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6,"good",1,0.426038826440749
6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,6,"good",1,0.249616591116072
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,"bad",0,0.346364916219559
7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5,"bad",0,0.368301762087472
6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,5,"bad",0,0.352983313254348
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,"bad",0,0.346364916219559
6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,7,"good",1,0.949081258827343
7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,5,"bad",0,0.791003609664838
8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,6,"good",1,0.849378278370223
6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,6,"good",1,0.870313273334239
7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5,"bad",0,0.368301762087472
7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2,7,"good",1,0.960211157019248
7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7,"good",1,0.889731952982595
6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,6,"good",1,0.880112352932979
6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,5,"bad",0,0.392409159051559
7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,7,"good",1,0.961751659922842
5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,5,"bad",0,0.759172955318129
5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,8,"good",1,0.972217377074749
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,"good",1,0.502349643027243
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,"good",1,0.502349643027243
8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5,"bad",0,0.818063232944725
6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,6,"good",1,0.737849377941954
8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5,"bad",0,0.818063232944725
7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,5,"bad",0,0.430552771540562
6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,6,"good",1,0.685028760732803
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,"good",1,0.502349643027243
7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,6,"good",1,0.620220197623472
8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,6,"good",1,0.846573777995798
6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,6,"good",1,0.920483852358769
6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,"good",1,0.577611728063276
6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,"good",1,0.577611728063276
6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7,"good",1,0.913291876536747
6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7,"good",1,0.928795305779396
8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7,"good",1,0.839992021344605
7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,6,"good",1,0.523662010650742
6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,6,"good",1,0.888083363798885
6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,6,"good",1,0.953049584231273
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,"good",1,0.761937681630019
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,"good",1,0.761937681630019
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,"good",1,0.825039925761268
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7,"good",1,0.824732425752138
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,"good",1,0.809543393025778
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,"good",1,0.962286216187893
6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7,"good",1,0.908962636736968
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,"good",1,0.739621067597956
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,"good",1,0.825039925761268
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,"good",1,0.825039925761268
6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,6,"good",1,0.904795943325199
6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,8,"good",1,0.902748902465724
6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6,"good",1,0.778344590876608
6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,7,"good",1,0.959327159320536
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,"good",1,0.825039925761268
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,"good",1,0.761937681630019
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,"good",1,0.739621067597956
6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7,"good",1,0.908962636736968
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7,"good",1,0.824732425752138
6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,6,"good",1,0.799813812602573
6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,6,"good",1,0.848717781133091
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,"good",1,0.809543393025778
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,"good",1,0.962286216187893
5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,7,"good",1,0.964115215639367
6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,6,"good",1,0.538074863754807
6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,5,"bad",0,0.254224089373037
6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,6,"good",1,0.882096373245473
6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,6,"good",1,0.917472811661107
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,"good",1,0.834476778189696
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,"good",1,0.870085903221965
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,"good",1,0.731825347247187
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,"good",1,0.834476778189696
5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6,"good",1,0.892897366999004
6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,8,"good",1,0.875310297355538
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,"good",1,0.731825347247187
8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6,"good",1,0.88278382957222
6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,4,"bad",0,0.515879221449419
8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,5,"bad",0,0.402141070718239
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,"good",1,0.870085903221965
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,"good",1,0.834476778189696
5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,7,"good",1,0.939633350045528
8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,6,"good",1,0.685046527436015
7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,5,"bad",0,0.757311020270211
7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,6,"good",1,0.518809483812951
7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,"good",1,0.911211544274383
7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,"good",1,0.911211544274383
5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,6,"good",1,0.470935923743808
6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,5,"bad",0,0.707017258363908
6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,6,"good",1,0.54087185628515
6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,6,"good",1,0.542819879529998
6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,7,"good",1,0.895430359295292
6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,5,"bad",0,0.474828999551799
6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6,"good",1,0.773910987185369
6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,6,"good",1,0.86724785307156
6.3,0.27,0.29,12.2,0.044,59,196,0.99782,3.14,0.4,8.8,6,"good",1,0.355123490950092
6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,5,"bad",0,0.831404546050221
6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4,6,"good",1,0.73846462523808
6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6,"good",1,0.773910987185369
7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6,"good",1,0.513447321452667
6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,6,"good",1,0.679794029992008
5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,6,"good",1,0.617272387035703
6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,6,"good",1,0.950250905035775
7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9,5,"bad",0,0.855971885010776
7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,6,"good",1,0.86717077449692
7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5,"bad",0,0.313717650672311
6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,4,"bad",0,0.687606452535038
7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5,"bad",0,0.313717650672311
5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,7,"good",1,0.769245998636274
7.6,0.17,0.36,4.5,0.042,26,102,0.99427,3.09,0.47,9.5,5,"bad",0,0.534711490054339
5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,6,"good",1,0.861275328903486
6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,6,"good",1,0.927012721011074
6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4,5,"bad",0,0.946059833650288
7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,5,"bad",0,0.958537945196578
6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,"bad",0,0.434739167001409
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,"good",1,0.730699049240976
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,"bad",0,0.79147560490651
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,"bad",0,0.79147560490651
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,"good",1,0.955230379247665
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,"bad",0,0.79147560490651
7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,5,"bad",0,0.591693121076819
7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,6,"good",1,0.806526860608388
7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,5,"bad",0,0.591693121076819
7.3,0.28,0.42,1.2,0.033,29,142,0.99205,3.17,0.43,10.7,4,"bad",0,0.658563250021624
6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,6,"good",1,0.921464502044347
7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,8,"good",1,0.928567925678411
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,"good",1,0.955230379247665
6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,7,"good",1,0.92546724214357
7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,6,"good",1,0.918603827819967
6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,5,"bad",0,0.934272720260821
6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,5,"bad",0,0.699806715189632
6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,7,"good",1,0.88961055463711
6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,5,"bad",0,0.234069616104156
6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,"bad",0,0.434739167001409
7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1,5,"bad",0,0.880300132248779
6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12,5,"bad",0,0.907934066368944
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,"good",1,0.730699049240976
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,"bad",0,0.79147560490651
6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6,"good",1,0.898395837103513
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,"good",1,0.978147888851854
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,"good",1,0.915822755681956
8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,6,"good",1,0.795874009821995
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,"good",1,0.978147888851854
6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,3,"bad",0,0.583704860845709
6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,6,"good",1,0.871110904611508
6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12,7,"good",1,0.890781970082721
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,"good",1,0.915822755681956
6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,6,"good",1,0.721032323573014
7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6,"good",1,0.860057075638207
7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7,"good",1,0.908805604222411
9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,"good",1,0.770182458535641
9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,"good",1,0.770182458535641
6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,7,"good",1,0.848680893695383
6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,5,"bad",0,0.842690585428092
5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,7,"good",1,0.87272619596983
6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,7,"good",1,0.920824079088617
6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,7,"good",1,0.841161641888216
7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6,"good",1,0.836534840399451
6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,6,"good",1,0.655770734681724
7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7,"good",1,0.908805604222411
7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,5,"bad",0,0.809131802258032
7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,6,"good",1,0.815491207567401
7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6,"good",1,0.860057075638207
7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,6,"good",1,0.718120192815503
7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,5,"bad",0,0.778425030169133
6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,4,"bad",0,0.507814240286493
6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,6,"good",1,0.898054701554717
6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7,"good",1,0.91911294604532
7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,"bad",0,0.652725213578693
6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,"good",1,0.561780668973159
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,"good",1,0.843067987024891
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,"good",1,0.843067987024891
6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,7,"good",1,0.88541507106195
6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7,"good",1,0.91911294604532
5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9,7,"good",1,0.964360085982043
5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,5,"bad",0,0.763294067774024
