SYMBOL,ACHROMOSOME,normal1,normal2,normal3,normal4,normal5,normal6,normal7,cancer1,cancer2,cancer3,cancer4,cancer5,cancer6,cancer7
MAPK8IP2,22,558.2,1931.6,1144.2,1547.4,1625.2,1691,1460.8,362,474.2,374.1,1024.9,448.2,904.5,748.1
NA,NA,179.7,591.6,155.1,186.2,896.5,704.1,741.1,142.2,178.6,131.9,148.5,127.8,237.6,250.5
NA,NA,203.2,755.3,1074.5,980,1581.1,829,615.4,292.3,354.8,278,297.3,281.6,282.3,365
UCP2,11,723.5,2632.7,2521.9,4614,2912.7,4117.3,2949.3,843.3,863.9,1611.6,695.4,1955.5,667.4,736.2
CKMT2,5,55.3,70.6,351.4,36.4,348.4,377.5,214.1,34.6,18.6,335.8,131.9,82.6,16.2,81.5
PCCA,13,219.3,127.1,1198,162.6,388.4,114.2,769.4,428.5,271.8,192.6,83.9,283.1,242.5,333.3
BHMT,5,31,109,163.1,232.2,134.9,105.3,104.2,7,6.5,5.7,11.3,31.5,6.7,16.5
NA,NA,25.5,20.3,41.5,13.7,415,309.5,295,5.1,452.8,69.1,4.6,10.8,12.9,17.3
PLCD1,3,76.5,150.4,422.7,75.5,146.3,122.8,136.3,60.5,82.1,45.9,76.4,96.2,81.5,67.2
EXOC3,5,664.1,339.1,65,658.5,196.7,206.1,166.7,48.4,342.5,353.3,698.4,664,628.1,399.7
RASSF2,20,360.7,219.8,287.7,109.2,407.8,642.9,274.1,577.6,147.7,453.2,168.4,541.8,91.9,179
AOX1,2,156.6,240,1129.1,372.1,145.3,281.4,45.9,71.7,63.6,43.1,25.7,124.8,13.7,67.8
GSTT1,22,381.6,164.9,642.9,984.9,264.7,408.4,211.4,364.4,187.8,335.7,452.8,856.4,400.5,174.8
ECM1,1,50.5,181.4,2074.6,1446.9,220.4,382.9,743.9,97.9,19.9,396.5,1469.8,186,754.5,204.5
SLC22A3,6,25.6,156.8,835.1,77.2,577.4,97,85.5,80.3,14.7,62.3,19.6,169.5,101.9,32.6
GAMT,19,1145.5,408,977.5,4506.4,389.6,405.7,318,76.3,977.9,708.6,1056.8,71.5,783.4,435.3
IL1RN,2,39.1,665.9,111.7,112.5,171.7,67.5,222.8,636.7,40,104.3,252.8,318.8,19.6,26.6
HNMT,2,98.6,66.3,188.1,287.2,499.8,327.8,35.7,103.1,388.6,147.1,63.5,174.4,89.6,235.3
COL2A1,12,119.3,78.5,159.6,71.5,97.1,255.5,172.9,17.4,9.7,11.8,11.6,135.9,42.9,28.2
KHK,2,282.5,119.1,221.2,81.1,373.7,100.3,147.1,60.6,17.3,32.8,80.4,38.4,30.3,174.6
KHK,2,8.3,30.8,49.9,40.1,36.4,15.1,9.6,6.6,1.3,1.5,2.5,4.5,1.7,7
KHK,2,1581,505.3,165.6,1104.6,530.8,186.5,1007.3,407.5,435,306.5,715.2,197.5,469.3,153.4
NUBP1,16,442.6,272.9,204.9,520.2,388.4,352.2,244.2,655.2,427.8,335.5,210.3,349.4,422.3,621
C7orf44,7,875.6,569.5,996.9,380.9,178.4,418.5,641.4,859.7,1112.7,1109.7,553.5,574.5,567.6,1748.4
TNFRSF11B,8,1.9,42.1,164.9,27,21.4,130.7,6,16.5,11.8,2.5,23.6,3.6,3.4,4.2
PVALB,22,29.1,84.5,808.1,294.5,506.3,258.5,49.6,90.9,94.3,44,121.7,51.6,124.7,54.9
PVALB,22,13.8,37.8,510.7,49.1,56.1,57.3,38.5,14.1,8,11.5,14.4,39.4,8.1,48.2
PVALB,22,29.2,473.2,252.3,65.5,653.7,555.3,153.7,76,90.8,138.9,28.5,152.3,76.5,117
GRB10,7,743.8,790.3,977.1,381.2,782.8,1079.4,608.1,352.2,342.8,789.4,458.9,960.9,316.9,589
AUH,9,719.6,390.7,70.8,101.4,753.3,296.2,581.6,723.5,896.5,860.6,460.8,791.1,646,1045.1
FAM190B,10,329,290.3,656.4,263.6,369.7,628.9,507.4,204,459.1,535.6,289.8,1005,563.9,563.3
HOXB7,17,405.6,1268.2,346.4,539,1288.4,716.1,848.1,435.5,274.9,338.4,539,314.2,186.7,1269.4
METAP1,4,579.8,314.7,463.7,383,691,749.5,534.6,755.3,2634.6,993,542.7,507.2,1285.3,2586.3
TAF12,1,197.8,259.7,817.4,502.4,435.7,507.1,391.5,328.8,321.6,518,223.5,255.6,365.4,930.1
IL6ST,5,24.7,209.3,713.5,37.6,308.9,73.3,19.8,61.1,22.6,41.2,4.1,15.8,25.1,9.2
PSIP1,9,86.5,7.6,106.5,332.3,193.2,130.7,23.3,499.4,720,329.7,35,3.1,177.2,302.4
NR4A2,2,67.2,13.9,49.1,32.9,73.3,43.2,16,6.9,718.8,67.9,3.2,501.1,6.2,244.8
CA3,8,65.4,48.9,292.4,215.1,25.3,108.3,113.1,91.5,18.3,4610.8,962.9,82.5,19.8,5
IRF4,6,57.3,52.5,338.4,55.9,92.6,20.9,37.3,14.9,11.8,7,12.2,287.8,8.9,21.4
IRF4,6,5.1,12.7,352.6,105.9,53.6,14.4,12,5.6,3.2,5.4,7.7,7.5,4.4,8.9
IRF4,6,17.4,47.8,635.6,323.7,100.4,48.2,33,12.6,11.1,13.5,17.7,32.8,9,36.3
MAOB,X,114.3,266.2,48.2,231.4,649.3,572.8,380.4,114.2,121.2,125.9,117.5,371.1,68.9,128.4
CSNK2A2,16,212.5,117.9,480.9,477.5,173,141.2,100,280.8,305.1,136.1,150.1,220.2,560,578.7
CHRDL1,X,2300.8,327.3,109.3,115,310.5,399.2,117.6,66.1,264.9,1138.9,355.4,118.8,714.6,472.7
MYO1E,15,223.7,917,1194.2,351.9,757.7,626.3,492.5,308.2,142.2,414.8,289.2,249.4,121.5,260.3
DNAJC2,7,362.6,28.1,57.5,204.3,21.9,31.2,15,258.4,156.9,238.1,247.3,127.6,105.6,156
PAEP,9,130.6,157.9,100.8,398.5,936,473.3,178.8,12.3,41,40.5,37.7,37.5,157.9,91.4
PAEP,9,177.8,569.4,1206.3,88.9,557,765.7,353.9,143,52.2,23.3,103.2,70.2,169.5,162.2
TCHH,1,2.4,68.6,68.5,14.8,79.8,66.7,38.4,4.7,60.9,4.8,5.6,46.1,14.6,25.5
PHF16,X,137.2,348.5,567.5,274.9,595,399.3,395.6,305.5,174.5,110.5,66.7,179.4,55.9,132.8
RGS3,9,456,63.9,1120.9,339.8,113.3,119.9,107.5,346.6,169.9,146.5,408.5,600,151.5,109
DOCK1,10,503.1,689.3,880.7,361.9,952.3,591.7,799.3,645.1,1142,792.8,160.8,292.8,1082.7,524.8
HPN,19,673.8,2308.9,1104.9,1186.9,2060.6,1628.1,1295.5,1009.4,850.5,1013.1,708.9,2329.8,421.3,1027.5
HPRT1,X,516.5,485.1,886.8,16,452.7,477.2,432.8,552.3,731.3,703,279.3,344.7,783.5,641.8
IFI44,1,363.3,813.8,34.8,325.4,1096.8,489.6,690.6,834.6,594.6,268.9,303.7,505.7,199.6,241.7
FAM175B,10,288,175.2,70.3,197.6,390.4,77.7,194.2,323.2,415.7,397.5,121.4,244,437.5,209.6
FAS,10,50.1,63.5,78.7,169.3,384.9,47.3,230,261.8,91.8,98,98.8,244.9,63.4,57.1
FAS,10,2.3,16.3,222.2,96.9,35.2,47.7,22.9,32.5,13.2,4.1,4.2,15.9,16,23.8
CD69,12,38.9,98,28.5,52.3,192.5,161.6,204.4,22.5,173.3,27.8,70.7,199.8,18.3,31.4
POLD3,11,679.6,134.2,375.7,346.7,160,79.3,629.7,799,279.6,567.2,778.3,228.3,407.7,234.3
AOAH,7,21.4,126.9,1071.5,78.5,346.5,36.6,138.8,20.5,14.2,93.2,42.1,210.1,72.9,34.3
TTLL12,22,598.2,1627.6,1772.4,2601.7,2093.3,329.3,1235,1423.2,1189,605.1,1329.2,809.6,1169.2,688.8
HMBS,11,190.6,109.4,288.5,209.6,135.4,86.9,70.2,484.8,539.3,308.3,299,133.6,431.1,290.6
MKRN1,7,1082,917.3,1097.7,1062.3,207,768.1,1030.3,1088.6,1042.9,1036.2,924.5,880.9,836.3,303.4
RCOR1,14,1790.8,404.6,222.1,450.1,33.3,285.3,204.5,1432.2,1670.7,2657.9,731,469.9,1930.9,1562.1
CABIN1,22,545.9,170.3,900.2,1076.1,613.1,595.1,148.8,963.2,863,375.2,683.8,465.3,769.7,330.8
COL18A1,21,206.7,410.8,1360.4,541.9,334.4,260.6,714.7,150.4,22,170.1,39.7,225.2,91.6,218.1
SNX17,2,419.1,226.3,1275.3,626.9,215.5,281.7,163.1,369.8,348.7,272.4,370.2,236.5,370.4,68
GOLGB1,3,316.1,332,876.5,566.5,917.5,243.2,403.2,330.8,306.2,319.1,297.8,477.3,387.5,199.9
SCAP,3,1249.1,267.8,264.8,460.8,189.7,268.3,263.5,1061.1,1723.4,916,1367.8,536.2,1649.9,827.5
PALM,19,1037.4,656.3,330.6,2031.5,472.4,765.7,899.7,239.5,304.8,207.3,914.9,194.1,1493.6,277.9
GAS6,13,558.9,2258.3,1043.1,768.5,1569.3,1382.4,1327.1,389.1,391.7,732.2,496.7,3574.7,366.9,291.9
IMMT,2,541.7,247.7,25.2,240.2,12.8,67.4,307.5,870.2,418.8,231.9,370,325.3,717.5,182.7
SPAG8,9,8.2,18.1,95.6,13.6,30,25.9,22.9,5.7,4.1,3,5.6,6.6,4.8,6.4
ATP2B1,12,8.1,23.4,208.5,38.1,45.2,26.3,87,37.2,241.7,55.9,46.8,119.5,84.7,69.7
UBE2G1,17,197.7,109.7,43.1,187.3,229.3,137,249.8,296.9,224,227.4,77.9,184.5,213.5,235
DDX1,2,1181.1,247.5,70.8,389.2,103.8,376.6,282.6,1583.5,1339.6,1316.1,743.2,699.9,1321.9,1159.9
DRG2,17,793.1,1504.4,207.9,1430.4,1851.5,1079.1,1292,930.4,755,643.3,996.2,437.8,972.1,912.4
EIF2B1,12,4.8,28.3,82.1,42.1,28.8,28.6,22.5,4.6,7.9,3.3,5.9,13.5,10.6,13.8
PSMB5,14,5038.2,1926.5,656.4,1184.7,1059.3,1842.2,1543.9,4204,4069,2798.8,3601.2,2227.4,4821.3,7101.3
UROD,1,756.9,682.6,853.8,351.2,109.9,392.1,802.2,771.7,733.9,493.2,1401.9,652.7,1195.8,1872.5
C1QBP,17,1303.1,227.5,31.8,300.2,25.3,324.4,491.9,3913.8,3834.2,1912.2,1010.8,684.6,2476.4,4884.6
ATP1B1,1,303.4,2520.4,691.8,291.9,4384.5,3682.1,1588.2,583.2,422.6,1678.5,559.6,6839.1,376,897.6
ANXA7,10,506.3,429.8,79.5,142.6,580.3,910.7,533,439.3,696.6,2241,518.2,865.5,1142.1,960.1
LAMA4,6,567.9,540.9,1307.1,471.2,254.4,434.2,234.9,263.1,108.7,727.7,320.8,623.3,51,206.1
USP7,16,1959.2,444.7,96.8,1217.1,1054.1,983.8,1213,3222.9,1797.4,1842.6,2280.9,1297.1,1536.5,1404
NSMAF,8,421.3,205.3,993.2,373.8,258.5,277.6,243.2,547.6,684.2,815.2,467.9,185.6,454.5,369.7
ALAS1,3,204.9,288.9,79.3,268.3,93.5,67.3,225.1,445.8,678.6,248.7,208.5,542.9,849.7,537.3
SLC25A3,12,4549.5,944.8,203,396,27.1,523.8,1047.8,3783.7,5939,3358.2,8568.9,2870.2,5290,6371.6
PDE8A,15,201.5,109.9,297.9,457.4,383.9,400.9,731.2,343.1,1432.1,948.3,209.7,755.6,246.5,898.8
PGK1,X,17860.6,10112.9,10543.8,17991.8,966.8,1435.8,5803.1,12960.6,11814.5,9440.5,18787.1,9197.5,8524.8,10059.6
BAMBI,10,306,56.7,534.3,344.7,397.5,542.8,367.8,233.1,88.7,391.5,201.6,244.1,335.8,91.7
IFRD1,7,963,78.9,146.6,222.8,282.7,61.8,133,645.7,295.5,1102.3,886.7,612.2,181.6,253.3
AKAP12,6,175.8,40.6,72.3,36.2,357.8,170.9,23.2,14.6,71.9,98.2,274.1,191.4,5.9,192.4
MATR3,5,220.5,465.1,398.1,456.2,998.9,661.2,163.5,124.8,132.6,139.8,142.3,182.3,63.8,310.4
MATR3,5,96.9,90.2,90.7,256,26.5,31.8,94.2,17.1,35.4,12.4,40.1,29.8,12.8,30.9
USP10,16,789.2,49.7,205.4,402.6,74.9,358.8,461.4,2601.3,1387.9,633.5,519.5,688.3,1165.5,440.9
SLCO2B1,11,289.3,74.4,2030.2,537.8,135.4,168,418.6,46.9,130.2,301.2,179.1,851.1,126.7,121.4
PICALM,11,2048.7,657.1,313.6,367.8,60.2,345.3,485.3,925.7,2033.3,2261.9,683.4,1452.3,1232.7,768.9
UNG,12,533.8,274.6,77.5,229.1,384,610.2,675,862.5,1634.3,1580.1,884,254.1,1529.7,488.2
FCGR2A,1,264.6,2241.2,3380.9,233.3,2931,2274.7,1253.4,158.3,189.3,310.2,217.6,265.5,239.9,226.2
FCGR2A,1,184.4,67.5,576.7,188.3,146.6,170.1,66.3,147.1,60.6,168.9,36.6,376,24.6,118.8
FCGR2A,1,79.6,241,591.9,200.8,394.8,370.5,147.4,39,43.3,61,15,184.4,62.8,97.4
ILVBL,19,840,979.7,709.5,1274.6,1748.5,1115,929.9,976,1256.8,555.5,755.5,700.9,1570.8,540.3
NA,NA,247.7,295.9,439.3,423.4,868.1,971.9,548.2,248.2,268.2,291.5,334.5,152.5,388.1,394.9
DBI,2,5042.9,750.8,470.9,1911.9,17.6,43.7,919.2,1137.7,2002.6,1496.3,1956.4,1373.9,7678.7,1253.2
NUMB,14,361.8,463.4,119.5,162.4,549.9,197.5,259.3,198.8,628.2,487.8,253.7,340.8,466.5,191.2
PHF3,6,1087.2,168,57.4,111.3,293.2,207.1,362.8,963,955.1,676.3,336,490.6,517.1,245.7
RNF144A,2,310.8,115.4,403.7,349.5,66.5,54,206,284.3,228.3,281.9,164.5,180.5,120.7,209.7
VDAC2,10,2821.7,688,522.5,1050.5,404.6,386.5,599.8,1738,1802.1,1509.9,943.1,831.4,1308,588.7
VDAC2,10,2363.6,1026.5,936.4,461,250.8,423.1,1122.2,2811.7,2565.2,1968.9,1668.3,1388.6,2749.2,1848.7
AKAP1,17,128.2,158.7,728.3,228.2,81.4,253.7,193,353.5,261,127.1,128.7,423.4,118.2,99.2
METAP2,12,7.1,23,139.4,169.3,130.4,270.4,167,30.1,78.7,31.3,28.1,179.9,89.8,115.1
SEMA3C,7,61.9,283.8,187.1,18,593.5,316.2,120,89.9,56,254.6,118.9,214.4,28,115.1
BLMH,17,626.8,220.9,892.5,779.9,462.7,517.5,491.7,987.2,384.4,526,335.2,264,361.2,232.1
RGS2,1,330.3,254.4,131.2,146.9,363.1,355.7,227.3,539.3,243.1,580.2,316.4,2342.1,43.2,53.3
CUL3,2,3.8,38.1,330.7,31,50.8,99.7,48.5,2.6,3,1.5,44.1,12,6,52
RABGGTB,1,601.5,392.1,33.9,203.8,309.9,396,308,1649.4,1756.1,1714.9,442.3,458.8,904.3,999.4
BCKDHA,19,1126.8,722.5,2149.7,1173.3,213.9,565.4,1191,773,787.8,540.3,748.3,1118.2,404.7,1542.9
PPP1R8,1,410.7,50.4,202.9,641.3,110.4,83.3,95.5,645.4,539.3,601.4,161.1,67.5,275.7,198.5
GLG1,16,2704,1090.8,374.7,1419.2,909.3,1120.8,1532.2,2746.6,4025.9,3224.9,6106.8,649.1,8967.4,7855.9
ADH5,4,676.7,816.4,409.3,323.2,271.7,655.8,421,623.1,1464.5,468.1,208.6,503.3,840.7,1830
ADH5,4,289.4,320.8,41.1,380.8,278,131.8,228.5,292.5,836.8,463.6,133.5,118.7,338.6,479.1
HDHD1,X,117.9,150.1,192.1,39.5,193.9,168.5,227,70.5,213,189,257.8,819.6,339.1,213.3
MEF2C,5,3.1,38.6,33,158.8,151.4,46.1,58.6,7.6,2.5,26.5,7.8,40.1,44.7,44.3
MEF2C,5,78.4,836.6,925.3,124.7,524.9,306.3,466.8,104.7,54.4,101.5,163.2,319.7,51.9,198
MEF2C,5,112.8,110.2,73.7,81,96.5,101.8,90.8,24.6,15,77.9,23.4,26.9,17.5,32.5
NA,NA,711.3,141.2,246.2,1041.5,220.5,237.5,576,536.2,540.1,836.7,1137,617.5,1141.7,665
GAP43,3,39.2,506.5,64.6,33.5,250.4,182.4,172.1,20,28.7,20.4,31.7,38.6,19.4,90.1
SNW1,14,985.4,814,234.6,978.4,1303.5,1161.4,698.4,776.9,1017.5,474,502.5,692,1245,1061.8
CD200,3,314.9,1126.4,283.8,173.3,1398.3,757.2,748.8,289,185.8,653.2,289,398.9,135,496.5
HNRNPM,19,1403,833,296.1,251.7,602.5,769,968.4,2473.8,2315.9,1338.2,1672.7,1068.9,2565.6,2618.1
SNRK,3,379.7,65,350.1,237.4,97.9,227.6,156.3,141.3,257,379,160.3,671.7,350.9,240
MLF2,12,443.2,543.1,369.8,837.5,112.8,126.8,482.9,505.1,1086,483.7,1085.2,355.3,1130.6,888.7
HSPD1,2,21199.6,4063.9,1287,2986.4,1365.4,6190.2,5034.6,10281.2,11589.8,14116.5,12397.8,3879.3,9907.8,7918.1
DHPS,19,2198,2465.1,1452,1939,1015.3,2093.5,2296.9,1339.6,1869.6,1268.3,2624.4,1100.4,1879.9,1611
DHPS,19,401.4,231.1,519.2,2153.5,139.2,450.9,260,1008.1,1673,454.3,582,510.6,1171.7,737.8
CCNG2,4,219.4,224.6,56.6,22.2,97,282.9,196.8,163.5,156.5,214.9,204.5,129.9,183.7,171.6
MYC,8,780.3,140.9,339.6,215.5,130.5,67.4,76.5,2713.2,2181.5,408.4,170.5,240.2,1058.4,900.7
PPP1CC,12,1781,731.6,347,596.3,216.5,434.2,1002.7,2297.6,2682.2,1770.3,1043.7,1227.6,3485,1362
MRPL3,3,665.2,193.3,163.5,44.3,46.3,344.2,29.6,1601.8,877.9,801.7,225.2,265.8,541.1,614.3
RCN2,15,165.3,96.7,45.8,57.9,166.9,53.6,32.8,625,652.1,277.5,152.4,115,239.2,183.2
RCN2,15,244.1,78.6,862.8,165,64.1,139.4,154,356.5,250.7,169.9,108.3,159.8,172.6,61.5
XPO1,2,5682.2,436.1,298.7,618.9,708.3,425.4,717.4,8284,4337.8,6065.6,3727.2,1286.3,2178.3,2127.2
SND1,7,611.3,927.7,1564.6,442.8,528,615.8,989.7,1240.3,1110.5,999.3,835,791.6,1085.5,830.3
EPS15,1,446.2,128.2,841.8,236.5,89.1,231.4,356.1,1154.4,1490,1067,658.1,1084,750.3,362.5
RYBP,3,1074.8,319.2,237.7,360.6,403.8,550,292.1,2183.2,1180.4,1993.4,656.9,1731.7,5439.7,551.2
MAPK14,6,1062.9,506.9,679.5,572.5,735.3,548.7,784,1170.9,341.5,745.4,670.2,1135.4,1736.6,393.7
MOBKL1B,2,1086,116.8,156,200.7,154.9,83.2,298.3,1670.1,904,1124.2,478.6,804.9,1445.5,459.4
NA,NA,2786.8,1065.4,1607.3,946.3,315.6,689.4,1339.2,3295.2,1636.1,2192.1,1556.3,3312.3,1927.8,666
PCMT1,6,1444,458.9,863.7,445.5,374.4,360.2,400.3,1915.6,735.1,1022.5,1070.6,1245.8,913.8,548.1
PCMT1,6,1179.7,808.2,689.3,1049.5,914.8,543.9,450.2,2362.8,191,1606.8,1597.4,889.5,699.9,264.8
PCMT1,6,57.4,59.4,73.4,39.1,536.2,251.4,160.4,367.4,323.6,120.2,119.7,132.3,346,240.5
SSRP1,11,2237,623.5,933.8,974.9,238,446.5,944.6,3872.6,2004.7,1075.4,2869.3,877.6,1869.1,1014.2
SLC25A5,X,2385.9,375.4,1076.3,2699.3,65,67.1,387,1758.3,1864.5,1267.2,1588.4,1467.4,708.9,401.7
PYCR1,17,341.8,241.5,190.9,54.4,281,191.9,179.2,855.5,488.7,322,646.4,95.5,622.1,174.7
GLB1,3,891.1,1559.8,107.6,251.5,1237.4,624.5,977.4,1132.6,1108.2,720.9,1161.3,1254.7,1081,563.6
FEZ1,11,109.6,45.5,37.1,226.8,25.9,74.1,53,132.4,25,137.1,23.8,202.6,100.8,32.1
FEZ1,11,93.8,650.3,966.2,709.6,498.4,273.9,491.4,129.4,115.4,29.7,111.6,60.1,119.5,275.7
ST5,11,502.9,528.7,992.2,1347.9,547.2,776.4,378.9,798.1,397.3,727,891.1,1090,337.7,648.8
ST5,11,16303.4,21911.7,24796.8,44437.6,33543,27090.1,27305.3,2112.5,10773.5,10777.9,20996.6,13909.2,10709.2,24529.7
ANXA5,4,870.5,859.8,1239.6,95.1,478.7,947.5,598.4,1019.1,1245,3223.4,602.5,1077.8,984.2,1820.2
KIAA0232,4,821.3,817.6,969.5,867.4,549.7,311.6,546.7,1415.5,930,1481.8,1500.7,1889.3,1239.9,1056
MEST,7,352.3,21.3,36.4,328.7,44.4,48,36.2,57.8,30.8,417.9,7.1,345.9,6.1,335.9
UBE2V2,8,77.9,46.9,75.1,390.8,434.4,179.5,31,120.3,138.2,84.7,46.6,126.9,170.2,134.8
TM9SF4,20,376,40.3,256.3,149.9,75.1,50.3,54.6,317.6,540.7,792.7,305.3,337.1,794.7,430.9
EIF4E,4,189.5,159.9,402.6,179.2,550.4,162.8,220.6,180.4,427.1,422.4,102.5,140.3,321.9,486.1
SMARCD1,12,184.6,435.7,326.8,300.8,300.6,159.8,357.3,328.7,361.4,322.4,198,164.3,387.7,369.1
LGALS3BP,17,3358.1,3446.7,8339.5,17417,900.4,6309.8,4309.6,6564.2,3325.3,1803.1,12312.8,15027.7,8136.4,3009.4
BTBD3,20,424.3,33.6,153.8,285.2,37.6,265,307.3,459.2,361,335.5,182.4,639,282.7,295.7
RYK,3,99.6,367.4,1079,317,537.5,512,220.7,56.3,50.7,32.7,62.6,48.6,50,131.8
TFDP1,13,206.5,294.6,320.3,124.6,761.2,593.3,561,876,1230.2,418.3,126.2,245.4,822.2,1238.3
NA,NA,188.1,581.2,181.3,44.9,1727.8,434.5,1423,257.3,375.1,142.3,39.6,254.3,338.8,389.8
LAPTM5,1,554.5,306.4,1890,518,326.2,319.4,1016.7,462.7,359.4,622.2,960.2,3463.4,171.8,439.3
BAIAP2,17,877.1,1985.9,1781.5,2769.5,1698.4,1114.8,1409.4,663.1,326.9,677.2,1446.8,1355.7,702.3,543.6
BAIAP2,17,1904.9,297.1,272.4,1061.5,310.2,232.2,246.8,72.3,125,151.6,776.4,888.9,463.4,58.7
EMP1,12,164.4,251.8,87.5,49.2,74.1,105.7,152.8,104.6,74.2,188.8,55,266.3,49.9,152.1
RXRB,6,2033.6,1659.8,1228.1,1609.8,1430.9,1402.5,1686.6,1865.9,1161,1026.7,1600.5,866.2,1460.9,870.1
HLCS,21,216.3,344.8,196.9,51.4,726.5,126.2,565,264.3,338.5,295.2,248.6,180,248.8,161.5
LMOD1,1,155.9,961.2,104,683.6,529,503.7,572.2,144.8,115.7,138.8,20.2,186,98.7,26.8
PSMC5,17,1761.6,881.5,1127.7,1358.2,38.3,920.8,1348.9,3421.3,1230.6,1222.6,1793,2084.4,2163.5,981.1
HTT,4,291,144.5,251.4,182.9,158.7,204.1,170.2,315.4,290.3,231.8,392.7,383.3,265.1,191
MPG,16,371.3,500.6,587.4,97.5,80.8,362.4,454,712.2,820.4,375.6,703.4,441.6,827.4,582.2
LPAR2,19,1506.2,2068.2,1958.7,1487.3,4670.2,2829.8,2167.5,1415.1,1765.4,1505.1,1865.3,830.3,583.7,2043.3
TAF2,8,77.5,152.7,797.1,397.7,978.6,374.7,226.4,434.3,814.2,355.3,172.1,100,222.2,629.9
TAOK2,16,320.8,371.3,1097.7,781.7,1846,830,215.8,420.4,614.6,356.3,469.1,380.1,611.9,725.7
CDK12,17,265,627.9,269.1,114.8,963.3,658,173.2,45.5,844,822.1,332.4,77.3,436.3,767.1
RPGRIP1L,16,20.3,41.6,25.6,299.1,74.2,53.3,128.9,22.2,35.2,2.2,2.5,12.2,2.9,12
SEPT6,X,1160.1,758.9,147.6,1656.9,169.7,860.2,731.5,521.6,1185.7,567.1,1591.8,291.9,669,1345.7
SEPT6,X,237,135,104.2,84.3,506.4,174.3,218.7,193.9,845,140.3,177.5,45.2,427.8,681.3
PHTF1,1,21.6,7.5,30.1,136.7,12.8,15.3,24.6,152,11.5,68.5,113.9,29.4,5.9,36.4
PTPRB,12,3.9,19.3,39.8,12.5,28,25,28.4,9.7,5.7,21.4,7.4,106.2,4,20.7
KIN,10,95.4,23.1,275.7,48.1,13.8,137.4,28.5,39.4,109.9,68.8,31.2,14.6,108.2,85.8
SMPDL3B,1,937.2,999.3,1134.6,823.4,1340,872.2,762.3,619.9,481.1,421,814.2,613.1,476.6,652.5
PCLO,7,28.3,399,99.4,222.9,983.8,158.2,281.8,124.5,51.4,23.7,121.7,191.7,59,66.7
NRXN2,11,52.9,833.7,615.1,1563.7,800.7,556.8,203,339.1,601.5,234.5,645.9,239.4,188.8,84.5
SST,3,15.5,253.3,664.3,362.9,123.1,106.2,37.8,52.2,15.6,4.1,52.3,18,629.7,11.8
NA,NA,25.6,333.8,80.1,30.4,871.9,206.1,296.1,99.3,52.7,13,12.4,66.7,56.7,86.1
CDH6,5,22,101,864.9,35.5,718.3,429.9,285.2,97.4,46.8,155.6,111.3,237.3,28,213.4
RND1,12,57.6,821,184.8,224.7,613.8,319.5,372,63.8,104,75.8,114.7,1345.5,130.8,187
MARCH3,5,3.3,143.2,483.7,112,250.6,66.5,63.4,11.5,10.1,1.9,7.6,74.4,5.3,129.1
FP588,9,45.8,115.3,69.2,89.9,43.4,29.7,13,6.9,45.1,62.6,11.3,16.3,26.2,85.9
ADAM23,2,28.9,114.9,337.4,306.8,105.4,546.8,47.7,14.2,42.7,388.3,135,37.2,57,95.7
TADA2A,17,11.4,8.8,510.5,37.3,34.6,53.8,21,4,79.9,27.5,5.7,28.4,7.4,49.1
VENTX,10,306.2,765.4,361.3,376.2,767,998.6,658.2,273.2,342.1,425.1,385.2,565,325.6,940.6
NA,NA,22.2,29.1,435.2,34.9,394.4,174.4,42.9,44.9,6.7,8.8,11.3,60.8,9.6,37.3
RAD51D,17,248.3,1164,204.6,493.5,793.5,385.3,1059.7,182.9,276.9,194.2,229.8,277.9,195.1,287.2
RAD51D,17,205.4,2687.9,474.1,311.8,2024.9,3419.8,2045,271.4,275.5,463.7,471,313.9,267.1,913.4
LOC155060,7,3300.1,750.6,149.1,1307.1,1227.5,1498.9,893.6,444.4,1834.6,4394.1,5185.4,413.4,1680.5,2265.9
ARSB,5,13.6,15.3,428.3,50.7,105.5,179.1,58.3,3.1,5.8,10.7,48.9,23.1,12.2,26
NA,NA,825,1946.2,1909.8,1652.1,4194.3,3244.4,2594.7,777.5,323.8,621.3,925.2,1246,696.2,1733.1
RPE,2,179.4,306.8,452.5,25.9,199.1,154.5,184.8,169.3,414,191.7,35.9,179.4,224.9,155.2
ERLIN2,8,49.8,417.2,1044.2,55,652.3,348.4,330,90.3,92.7,103.9,160.8,97.8,75.4,177.6
ASGR2,17,75.7,361.3,123.7,263.9,141.3,398,276.1,21.8,30.6,6.6,37.6,33.1,68.5,242.1
SEMA3C,7,131.1,73.9,38.4,15.8,194.6,106.4,50.3,81.9,21.3,569.2,601.7,322.6,21,42.4
ACSM2A,16,218.5,445.8,331,482.2,874.4,537.8,141.4,51.9,22.4,15.6,126.9,31.6,22.2,134.6
ATP6V0A2,12,197.2,1388,223.8,551.6,1312.6,1046.6,793.7,419.7,475.7,532.3,341.6,264.2,213.9,365.8
FAM63B,15,9.8,15.4,143.1,17.2,94.7,210.8,63.2,12,6,12.8,4.4,40.7,12.4,105.2
NA,NA,129.4,247.7,211.4,227.1,365.5,696,350.7,162.4,119.5,125.6,143.5,127.8,88.4,206.9
VPS4B,18,11.2,18,73.1,131.8,156.4,110.9,129.5,1.4,28,1.6,17.4,6,30,46.6
